train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate,epoch_time
0.6681167954280053,0.5669658524649483,0.4339728606519876,0.5907463942255292,0.2915880583502628,0.4231520678315844,2.8e-05,23.987059593200684
0.5421090131556546,0.42605309401239666,0.6696182163777175,0.7738466092518398,0.5200454886128874,0.6319618225097656,4.6e-05,23.822794198989868
0.48575120078928674,0.41652862089020865,0.7287551326516234,0.7724300793239048,0.5849887552084746,0.6295689599854606,6.4e-05,24.425567865371704
0.45635034291096677,0.3604235563959394,0.7345491421443445,0.8043208973748344,0.5926561456771544,0.6730926973479134,8.2e-05,23.786728143692017
0.4139533946175634,0.34870223488126484,0.7624181939495934,0.8091596364974976,0.6252672925223539,0.680508724280766,0.0001,23.862728118896484
0.37187364053579025,0.29149413108825684,0.768650268882881,0.8262656331062317,0.6334178455081987,0.7051597918782916,0.0001,23.744266033172607
0.33759413190461973,0.2978702017239162,0.7658703462393196,0.8041327680860247,0.6325699600080649,0.6734826649938311,0.0001,24.43838357925415
0.29723604924884844,0.2582290470600128,0.7756107765951274,0.8266110675675529,0.6443296010479515,0.7051758851323809,0.0001,23.77545189857483
0.26319959529756026,0.28205667648996624,0.7938679546853642,0.8101363607815334,0.6665685754499318,0.6826578378677368,0.0001,23.793098211288452
0.24367902869427646,0.26356278359889984,0.7955140804435,0.8266089388302394,0.6699271547941514,0.7063922200884137,0.0001,23.764926195144653
0.21997499130206344,0.23766525728361948,0.8100110562863173,0.837475027356829,0.688229544295205,0.7211306009973798,0.0001,24.406256198883057
0.19492492723612137,0.2714375363928931,0.8278125576031061,0.8053682701928275,0.7134277150954729,0.6762620210647583,0.0001,23.753618955612183
0.19837759991670834,0.2456323653459549,0.8086072754712752,0.828788731779371,0.6861071538777999,0.7085357819284711,0.0001,23.762680053710938
0.17970076437901567,0.24137389021260397,0.8291589752023603,0.8435271893228803,0.7158014314410127,0.7300922274589539,0.0001,23.763458013534546
0.16764033953716725,0.20707739463874272,0.8344816721883821,0.8562831027167184,0.7238734388425027,0.7497421332768032,0.0001,24.458394527435303
0.1693151675992542,0.2245283999613353,0.8241569079734661,0.8417440227099827,0.7074382283069469,0.7283431206430707,0.0001,23.820587158203125
0.15305199759241975,0.2843622075659888,0.8424416699527223,0.8097420164516994,0.7344923797580931,0.6819846970694405,0.0001,23.726322412490845
0.15297956313983893,0.3075020845447268,0.8369429990833188,0.7860304542950222,0.7266634231732215,0.6493165578160968,0.0001,23.72238254547119
0.1524052631891804,0.2573657642517771,0.8355618523962703,0.8307222894259861,0.7244467746328425,0.7120569433484759,0.0001,23.803659915924072
0.15291464287373754,0.2816064655780792,0.8302135588946166,0.8130505851336888,0.71869932004699,0.6869986653327942,0.0001,24.421624183654785
0.14711672391880443,0.2603146604129246,0.836153268446157,0.8213181069919041,0.7256941973795126,0.6995604974882943,5e-05,23.78921627998352
0.13211228790474527,0.19961174577474594,0.853019638929838,0.8538486276354108,0.7496037093209632,0.7459901911871774,5e-05,23.765810012817383
0.12809708525921093,0.23119566696030752,0.8572489243966562,0.8380471467971802,0.7552569973983883,0.7227936472211566,5e-05,23.787039756774902
0.11769040506103157,0.22742841712066106,0.8700311036757481,0.8379341193607875,0.7739517410964142,0.7222431898117065,5e-05,24.491005420684814
0.12531076208400874,0.25721355208328794,0.8581233900270344,0.8248233880315509,0.7577893428596449,0.703470698424748,5e-05,23.73502230644226
