train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate,epoch_time
0.4163236481907927,0.688604256936482,0.6909229363556262,0.6119945091860635,0.5494133757634295,0.4458674873624529,0.00028,7.404613018035889
0.2224672839137507,0.2350271429334368,0.7669747118596677,0.8038379890578133,0.631753009594517,0.6743342961583819,0.00045999999999999996,7.596688985824585
0.15710747655895022,0.2364375059093748,0.8055814898308412,0.8102768233844212,0.6822467856569054,0.6823755843298775,0.0006399999999999999,7.737584114074707
0.14495238555986203,0.2251722174031394,0.8116609131296476,0.8290227140699115,0.6922901476055016,0.7093286429132734,0.00082,4.3098485469818115
0.12867215887447933,0.23962968162127904,0.8331561335075048,0.8184189796447754,0.718841243673254,0.6938153164727348,0.001,7.424521446228027
0.12985025633724384,0.26153858857495443,0.8297515040562476,0.8099772674696786,0.7163661181190868,0.682302611214774,9.905213102880494e-05,7.515002965927124
0.1112963725341323,0.19478413036891393,0.8548632378195539,0.8484008056776864,0.7520034224898727,0.737381568976811,9.810325312981266e-05,7.450859785079956
0.10120185890039544,0.16231366991996765,0.8664692143599192,0.8685688546725682,0.7691284618627878,0.7685042108808245,9.715335436259238e-05,4.330134153366089
0.10156619183167263,0.15970657340117864,0.866756562097573,0.8689194662230355,0.769730794760916,0.769727783543723,9.62024225139961e-05,7.658843994140625
0.09974099576105307,0.17438006826809474,0.867614186472363,0.8600355727331979,0.7709469800745999,0.7553073252950396,9.525044508886255e-05,7.274695158004761
0.10656892436981937,0.13704405086381094,0.859904678883376,0.8837155444281442,0.7594152909738047,0.793120299066816,9.429740930029703e-05,7.20124888420105
0.09710751260044398,0.15845178174121038,0.8722022624663365,0.8708328604698181,0.7775664379199346,0.7724971856389727,9.334330205950357e-05,4.520709991455078
0.09249776638584373,0.14718384082828248,0.8782149137538157,0.8769344346863883,0.7871734216625308,0.7825967584337506,9.238810996514272e-05,7.310008764266968
0.09477814112180545,0.16921448707580566,0.8762263217825949,0.8629936150142125,0.7846792211503159,0.7601982525416783,9.143181929218764e-05,7.834301710128784
0.09698773791760575,0.1606701761484146,0.8738936373481044,0.8651900717190334,0.7801891088853647,0.7639172417776925,9.047441598024851e-05,7.467151641845703
0.0947245778630913,0.14266204088926315,0.87556309722088,0.8792993426322937,0.7833401178136284,0.786109481539045,8.951588562133336e-05,7.6809165477752686
0.09622859780067279,0.16497231274843216,0.8719109226892023,0.8661422218595233,0.7784683273898231,0.7650133711951119,8.855621344701112e-05,4.776147842407227
0.09699062398278419,0.15167125101600373,0.8726625466420327,0.8734111274991717,0.7788735354020272,0.7770597764423915,8.759538431493998e-05,7.413917303085327
0.09538232677696663,0.15774850973061152,0.8740966684288449,0.8699033345494952,0.7818539179401633,0.7713877729007176,8.663338269472188e-05,7.5902252197265625
0.09306905101294871,0.12101328479392189,0.8759341072521092,0.8978873065539769,0.7841396729151408,0.8159908396857125,8.567019265304034e-05,7.15653395652771
0.0936639823111487,0.14321856839316233,0.8761515348781774,0.8824990221432277,0.7844962306596615,0.7911839314869472,8.470579783803599e-05,4.372210741043091
0.08948653163733306,0.1515282126409667,0.8825662776275918,0.8762727379798889,0.7929792102472282,0.7810475400515965,8.374018146287068e-05,7.344318866729736
0.08638216095206178,0.15845009152378356,0.8879376686649558,0.8694383246558053,0.8015728416266265,0.7706334165164402,8.277332628842701e-05,7.92248797416687
0.0937656119097898,0.14917699779782975,0.8750580210744598,0.8787527595247541,0.7828722092104546,0.785369736807687,8.180521460508584e-05,7.262308120727539
0.08868640985477853,0.13836069298642023,0.8808381524350908,0.8846315315791539,0.7907911426859138,0.7950837697301593,8.083582821352e-05,4.472265720367432
0.09109541635822367,0.15517533464091166,0.8814605047673355,0.8722625459943499,0.7922525161210402,0.7754535760198321,7.986514840443731e-05,7.032314777374268
0.09079577716320385,0.13367867256913865,0.8779253937579967,0.8904295308249337,0.7875258451626624,0.804205732686179,7.889315593720016e-05,8.076813220977783
0.08902212657770257,0.1422335548060281,0.8838726230609564,0.8847617166382926,0.7954397845415422,0.7953875660896301,7.791983101724345e-05,7.04518461227417
0.08719033064941566,0.12984826735087804,0.88553210725019,0.8927098682948521,0.7975723684569935,0.8073813915252686,7.694515327220531e-05,7.38895845413208
0.08389736463626225,0.12701895194394247,0.8889261627638781,0.8948276468685695,0.8032107493023813,0.8115014178412301,7.596910172667857e-05,4.480771064758301
