train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate,epoch_time
0.62131496803996,0.46821105054446627,0.5157426230287478,0.7003350172724042,0.36489504748771406,0.5408822510923658,2.8e-05,21.36905837059021
0.5138275286665669,0.39270439743995667,0.7050901785676862,0.7921487944466727,0.555853005360674,0.6571837408202035,4.6e-05,17.760823965072632
0.47607550650467106,0.3466068719114576,0.7431233957593824,0.821433527129037,0.6045218133080152,0.6971625259944371,6.4e-05,17.604825258255005
0.4385786290154045,0.35738660608019146,0.7640590218850124,0.7797892349106925,0.6306341000729137,0.6395185589790344,8.2e-05,20.51385259628296
0.3885887721438467,0.30498803087643217,0.780367198365706,0.80792008127485,0.6498090788538073,0.679363991533007,0.0001,17.777438640594482
0.3483189411553336,0.341891918863569,0.769795267302313,0.7476898516927447,0.6343433669319859,0.5989454558917454,0.0001,18.053473949432373
0.3027837628751625,0.23215468440737044,0.775391940533379,0.8351850254195077,0.6451372288995318,0.7178026863506862,0.0001,20.759505033493042
0.2693417149561423,0.23464695470673697,0.7825428492125169,0.8262512258120945,0.6554601570522344,0.7045326828956604,0.0001,17.679423093795776
0.22296646660492744,0.23073249629565648,0.8138099496747241,0.822177529335022,0.6950994671126942,0.6997945989881244,0.0001,17.423253774642944
0.2055291807577934,0.22845121366637094,0.8169022575940614,0.8161868112427848,0.6987000951244507,0.6910196798188346,0.0001,20.50740146636963
0.18505584568153194,0.19641141167708806,0.8251060083692456,0.8450854846409389,0.7093369784178557,0.7327277745519366,0.0001,17.594395637512207
0.16880817748146293,0.20013575894492014,0.8341972375357593,0.8390386956078666,0.7255133055610421,0.7234082903180804,0.0001,20.376866579055786
0.15422098494974185,0.19478877101625716,0.842460310385551,0.8470210347856794,0.7329269106741305,0.7351502009800502,0.0001,17.414316654205322
0.15257721343710098,0.1770204103418759,0.8357726453263082,0.8560299362455096,0.7236602168392252,0.7491256850106376,0.0001,17.45588254928589
0.14215407819475656,0.17874842137098312,0.8417136165094964,0.8571950793266296,0.7341458953825044,0.7511543546404157,0.0001,20.392652988433838
0.1390926968536259,0.19601848721504211,0.8419187400076125,0.8444098915372577,0.7348765309578107,0.7321803229195731,0.0001,17.442245960235596
0.13367207815157778,0.2440849563905171,0.8456349269843396,0.8000291075025286,0.737356099449558,0.6677784068243844,0.0001,17.454007625579834
0.12495052867373567,0.167532813336168,0.8533149611802748,0.8613374318395343,0.7500024838947955,0.7578706571034023,0.0001,20.447020769119263
0.1279884272105532,0.17907300804342544,0.8474179086861787,0.8592588475772313,0.7409659046449779,0.7541746241705758,0.0001,17.479395151138306
0.11288623985500983,0.19423083109515055,0.8646210737434434,0.851396484034402,0.7667300370004442,0.7420549307550702,0.0001,17.32960820198059
0.12130041866574759,0.20736966601439885,0.8519150824458511,0.8422096456800189,0.7474247149111312,0.7279716644968305,0.0001,20.426679134368896
0.11461318024422651,0.24771998396941594,0.8580840866506836,0.816708139010838,0.7561876943081985,0.6919790591512408,0.0001,17.62319827079773
0.11044197359386786,0.2322187019245965,0.8639122391188586,0.8177998832293919,0.7652201133745687,0.6931258354868207,0.0001,20.568647861480713
0.11116801676006964,0.18554138285773142,0.8618563741077612,0.8510174325534275,0.7619520521458284,0.7412781459944588,5e-05,17.583492755889893
0.10355503907726135,0.17328790043081557,0.8696709562230993,0.8574115633964539,0.7759693333028276,0.7512345569474357,5e-05,17.62058138847351
0.10469119869356538,0.15956251536096847,0.8689230080739951,0.8654837352888924,0.7743817623014804,0.7635509371757507,5e-05,20.6168270111084
0.09940358258231922,0.17311196880681173,0.8754458604035554,0.8578629323414394,0.7823062677074362,0.7528939076832363,5e-05,17.568636655807495
0.10205108223965874,0.18354056988443648,0.8702349758442537,0.8555922593389239,0.775309630934103,0.7481519835335868,5e-05,17.494904279708862
0.09506773049540726,0.1717243024281093,0.8791446490788165,0.8618898562022618,0.7891983459761114,0.7583354881831578,5e-05,20.4872727394104
